日付,郵便番号,店舗,商品,売り上げ
2025-04-16,1234567,hoge店舗,インスタントラーメン,2455
2025-04-17,1234567,hoge店舗,インスタントラーメン,2460
2025-04-18,1234567,hoge店舗,インスタントラーメン,2465
2025-04-19,1234567,hoge店舗,インスタントラーメン,2470
2025-04-20,1234567,hoge店舗,インスタントラーメン,2475
2025-04-21,1234567,hoge店舗,インスタントラーメン,2480
2025-04-22,1234567,hoge店舗,インスタントラーメン,2485
2025-04-23,1234567,hoge店舗,インスタントラーメン,2490
2025-04-24,1234567,hoge店舗,インスタントラーメン,2495
2025-04-25,1234567,hoge店舗,インスタントラーメン,2500
2025-04-26,1234567,hoge店舗,インスタントラーメン,2505
2025-04-27,1234567,hoge店舗,インスタントラーメン,2510
2025-04-28,1234567,hoge店舗,インスタントラーメン,2515
2025-04-29,1234567,hoge店舗,インスタントラーメン,2520
2025-04-30,1234567,hoge店舗,インスタントラーメン,2525
2025-05-01,1234567,hoge店舗,インスタントラーメン,2530
2025-05-02,1234567,hoge店舗,インスタントラーメン,2535
2025-05-03,1234567,hoge店舗,インスタントラーメン,2540
2025-05-04,1234567,hoge店舗,インスタントラーメン,2545
2025-05-05,1234567,hoge店舗,インスタントラーメン,2550
2025-05-06,1234567,hoge店舗,インスタントラーメン,2555
2025-05-07,1234567,hoge店舗,インスタントラーメン,2560
2025-05-08,1234567,hoge店舗,インスタントラーメン,2565
2025-05-09,1234567,hoge店舗,インスタントラーメン,2570
2025-05-10,1234567,hoge店舗,インスタントラーメン,2575
2025-05-11,1234567,hoge店舗,インスタントラーメン,2580
2025-05-12,1234567,hoge店舗,インスタントラーメン,2585
2025-05-13,1234567,hoge店舗,インスタントラーメン,2590
2025-05-14,1234567,hoge店舗,インスタントラーメン,2595
2025-05-15,1234567,hoge店舗,インスタントラーメン,2600
2025-05-16,1234567,hoge店舗,インスタントラーメン,2605
2025-05-17,1234567,hoge店舗,インスタントラーメン,2610
2025-05-18,1234567,hoge店舗,インスタントラーメン,2615
2025-05-19,1234567,hoge店舗,インスタントラーメン,2620
2025-05-20,1234567,hoge店舗,インスタントラーメン,2625
2025-05-21,1234567,hoge店舗,インスタントラーメン,2630
2025-05-22,1234567,hoge店舗,インスタントラーメン,2635
2025-05-23,1234567,hoge店舗,インスタントラーメン,2640
2025-05-24,1234567,hoge店舗,インスタントラーメン,2645
2025-05-25,1234567,hoge店舗,インスタントラーメン,2650
2025-05-26,1234567,hoge店舗,インスタントラーメン,2655
2025-05-27,1234567,hoge店舗,インスタントラーメン,2660
2025-05-28,1234567,hoge店舗,インスタントラーメン,2665
2025-05-29,1234567,hoge店舗,インスタントラーメン,2670
2025-05-30,1234567,hoge店舗,インスタントラーメン,2675
2025-05-31,1234567,hoge店舗,インスタントラーメン,2680
2025-06-01,1234567,hoge店舗,インスタントラーメン,2685
2025-06-02,1234567,hoge店舗,インスタントラーメン,2690
2025-06-03,1234567,hoge店舗,インスタントラーメン,2695
2025-06-04,1234567,hoge店舗,インスタントラーメン,2700
2025-06-05,1234567,hoge店舗,インスタントラーメン,2705
2025-06-06,1234567,hoge店舗,インスタントラーメン,2710
2025-06-07,1234567,hoge店舗,インスタントラーメン,2715
2025-06-08,1234567,hoge店舗,インスタントラーメン,2720
2025-06-09,1234567,hoge店舗,インスタントラーメン,2725
2025-06-10,1234567,hoge店舗,インスタントラーメン,2730
2025-06-11,1234567,hoge店舗,インスタントラーメン,2735
2025-06-12,1234567,hoge店舗,インスタントラーメン,2740
2025-06-13,1234567,hoge店舗,インスタントラーメン,2745
2025-06-14,1234567,hoge店舗,インスタントラーメン,2750
2025-06-15,1234567,hoge店舗,インスタントラーメン,2755
2025-06-16,1234567,hoge店舗,インスタントラーメン,2760
2025-06-17,1234567,hoge店舗,インスタントラーメン,2765
2025-06-18,1234567,hoge店舗,インスタントラーメン,2770
2025-06-19,1234567,hoge店舗,インスタントラーメン,2775
2025-06-20,1234567,hoge店舗,インスタントラーメン,2780
2025-06-21,1234567,hoge店舗,インスタントラーメン,2785
2025-06-22,1234567,hoge店舗,インスタントラーメン,2790
2025-06-23,1234567,hoge店舗,インスタントラーメン,2795
2025-06-24,1234567,hoge店舗,インスタントラーメン,2800
2025-06-25,1234567,hoge店舗,インスタントラーメン,2805
2025-06-26,1234567,hoge店舗,インスタントラーメン,2810
2025-06-27,1234567,hoge店舗,インスタントラーメン,2815
2025-06-28,1234567,hoge店舗,インスタントラーメン,2820
2025-06-29,1234567,hoge店舗,インスタントラーメン,2825
2025-06-30,1234567,hoge店舗,インスタントラーメン,2830
2025-07-01,1234567,hoge店舗,インスタントラーメン,2835
2025-07-02,1234567,hoge店舗,インスタントラーメン,2840
2025-07-03,1234567,hoge店舗,インスタントラーメン,2845
2025-07-04,1234567,hoge店舗,インスタントラーメン,2850
2025-07-05,1234567,hoge店舗,インスタントラーメン,2855
2025-07-06,1234567,hoge店舗,インスタントラーメン,2860
2025-07-07,1234567,hoge店舗,インスタントラーメン,2865
2025-07-08,1234567,hoge店舗,インスタントラーメン,2870
2025-07-09,1234567,hoge店舗,インスタントラーメン,2875
2025-07-10,1234567,hoge店舗,インスタントラーメン,2880
2025-07-11,1234567,hoge店舗,インスタントラーメン,2885
2025-07-12,1234567,hoge店舗,インスタントラーメン,2890
2025-07-13,1234567,hoge店舗,インスタントラーメン,2895
2025-07-14,1234567,hoge店舗,インスタントラーメン,2900
2025-07-15,1234567,hoge店舗,インスタントラーメン,2905
2025-07-16,1234567,hoge店舗,インスタントラーメン,2910
2025-07-17,1234567,hoge店舗,インスタントラーメン,2915
2025-07-18,1234567,hoge店舗,インスタントラーメン,2920
2025-07-19,1234567,hoge店舗,インスタントラーメン,2925
2025-07-20,1234567,hoge店舗,インスタントラーメン,2930
2025-07-21,1234567,hoge店舗,インスタントラーメン,2935
2025-07-22,1234567,hoge店舗,インスタントラーメン,2940
2025-07-23,1234567,hoge店舗,インスタントラーメン,2945
2025-07-24,1234567,hoge店舗,インスタントラーメン,2950
2025-07-25,1234567,hoge店舗,インスタントラーメン,2955
2025-07-26,1234567,hoge店舗,インスタントラーメン,2960
2025-07-27,1234567,hoge店舗,インスタントラーメン,2965
2025-07-28,1234567,hoge店舗,インスタントラーメン,2970
2025-07-29,1234567,hoge店舗,インスタントラーメン,2975
2025-07-30,1234567,hoge店舗,インスタントラーメン,2980
2025-07-31,1234567,hoge店舗,インスタントラーメン,2985
2025-08-01,1234567,hoge店舗,インスタントラーメン,2990
2025-08-02,1234567,hoge店舗,インスタントラーメン,2995
2025-08-03,1234567,hoge店舗,インスタントラーメン,3000
2025-08-04,1234567,hoge店舗,インスタントラーメン,3005
2025-08-05,1234567,hoge店舗,インスタントラーメン,3010
2025-08-06,1234567,hoge店舗,インスタントラーメン,3015
2025-08-07,1234567,hoge店舗,インスタントラーメン,3020
2025-08-08,1234567,hoge店舗,インスタントラーメン,3025
2025-08-09,1234567,hoge店舗,インスタントラーメン,3030
2025-08-10,1234567,hoge店舗,インスタントラーメン,3035
2025-08-11,1234567,hoge店舗,インスタントラーメン,3040
2025-08-12,1234567,hoge店舗,インスタントラーメン,3045
2025-08-13,1234567,hoge店舗,インスタントラーメン,3050
2025-08-14,1234567,hoge店舗,インスタントラーメン,3055
2025-08-15,1234567,hoge店舗,インスタントラーメン,3060
2025-08-16,1234567,hoge店舗,インスタントラーメン,3065
2025-08-17,1234567,hoge店舗,インスタントラーメン,3070
2025-08-18,1234567,hoge店舗,インスタントラーメン,3075
2025-08-19,1234567,hoge店舗,インスタントラーメン,3080
2025-08-20,1234567,hoge店舗,インスタントラーメン,3085
2025-08-21,1234567,hoge店舗,インスタントラーメン,3090
2025-08-22,1234567,hoge店舗,インスタントラーメン,3095
2025-08-23,1234567,hoge店舗,インスタントラーメン,3100
2025-08-24,1234567,hoge店舗,インスタントラーメン,3105
2025-08-25,1234567,hoge店舗,インスタントラーメン,3110
2025-08-26,1234567,hoge店舗,インスタントラーメン,3115
2025-08-27,1234567,hoge店舗,インスタントラーメン,3120
2025-08-28,1234567,hoge店舗,インスタントラーメン,3125
2025-08-29,1234567,hoge店舗,インスタントラーメン,3130
2025-08-30,1234567,hoge店舗,インスタントラーメン,3135
2025-08-31,1234567,hoge店舗,インスタントラーメン,3140
2025-09-01,1234567,hoge店舗,インスタントラーメン,3145
2025-09-02,1234567,hoge店舗,インスタントラーメン,3150
2025-09-03,1234567,hoge店舗,インスタントラーメン,3155
2025-09-04,1234567,hoge店舗,インスタントラーメン,3160
2025-09-05,1234567,hoge店舗,インスタントラーメン,3165
2025-09-06,1234567,hoge店舗,インスタントラーメン,3170
2025-09-07,1234567,hoge店舗,インスタントラーメン,3175
2025-09-08,1234567,hoge店舗,インスタントラーメン,3180
2025-09-09,1234567,hoge店舗,インスタントラーメン,3185
2025-09-10,1234567,hoge店舗,インスタントラーメン,3190
2025-09-11,1234567,hoge店舗,インスタントラーメン,3195
2025-09-12,1234567,hoge店舗,インスタントラーメン,3200
2025-09-13,1234567,hoge店舗,インスタントラーメン,3205
2025-09-14,1234567,hoge店舗,インスタントラーメン,3210
2025-09-15,1234567,hoge店舗,インスタントラーメン,3215
2025-09-16,1234567,hoge店舗,インスタントラーメン,3220
2025-09-17,1234567,hoge店舗,インスタントラーメン,3225
2025-09-18,1234567,hoge店舗,インスタントラーメン,3230
2025-09-19,1234567,hoge店舗,インスタントラーメン,3235
2025-09-20,1234567,hoge店舗,インスタントラーメン,3240
2025-09-21,1234567,hoge店舗,インスタントラーメン,3245
2025-09-22,1234567,hoge店舗,インスタントラーメン,3250
2025-09-23,1234567,hoge店舗,インスタントラーメン,3255
2025-09-24,1234567,hoge店舗,インスタントラーメン,3260
2025-09-25,1234567,hoge店舗,インスタントラーメン,3265
2025-09-26,1234567,hoge店舗,インスタントラーメン,3270
2025-09-27,1234567,hoge店舗,インスタントラーメン,3275
2025-09-28,1234567,hoge店舗,インスタントラーメン,3280
2025-09-29,1234567,hoge店舗,インスタントラーメン,3285
2025-09-30,1234567,hoge店舗,インスタントラーメン,3290
2025-10-01,1234567,hoge店舗,インスタントラーメン,3295
2025-10-02,1234567,hoge店舗,インスタントラーメン,3300
2025-10-03,1234567,hoge店舗,インスタントラーメン,3305
2025-10-04,1234567,hoge店舗,インスタントラーメン,3310
2025-10-05,1234567,hoge店舗,インスタントラーメン,3315
2025-10-06,1234567,hoge店舗,インスタントラーメン,3320
2025-10-07,1234567,hoge店舗,インスタントラーメン,3325
2025-10-08,1234567,hoge店舗,インスタントラーメン,3330
2025-10-09,1234567,hoge店舗,インスタントラーメン,3335
2025-10-10,1234567,hoge店舗,インスタントラーメン,3340
2025-10-11,1234567,hoge店舗,インスタントラーメン,3345
2025-10-12,1234567,hoge店舗,インスタントラーメン,3350
2025-10-13,1234567,hoge店舗,インスタントラーメン,3355
2025-10-14,1234567,hoge店舗,インスタントラーメン,3360
2025-10-15,1234567,hoge店舗,インスタントラーメン,3365
2025-10-16,1234567,hoge店舗,インスタントラーメン,3370
2025-10-17,1234567,hoge店舗,インスタントラーメン,3375
2025-10-18,1234567,hoge店舗,インスタントラーメン,3380
2025-10-19,1234567,hoge店舗,インスタントラーメン,3385
2025-10-20,1234567,hoge店舗,インスタントラーメン,3390
2025-10-21,1234567,hoge店舗,インスタントラーメン,3395
2025-10-22,1234567,hoge店舗,インスタントラーメン,3400
2025-10-23,1234567,hoge店舗,インスタントラーメン,3405
2025-10-24,1234567,hoge店舗,インスタントラーメン,3410
2025-10-25,1234567,hoge店舗,インスタントラーメン,3415
2025-10-26,1234567,hoge店舗,インスタントラーメン,3420
2025-10-27,1234567,hoge店舗,インスタントラーメン,3425
2025-10-28,1234567,hoge店舗,インスタントラーメン,3430
2025-10-29,1234567,hoge店舗,インスタントラーメン,3435
2025-10-30,1234567,hoge店舗,インスタントラーメン,3440
2025-10-31,1234567,hoge店舗,インスタントラーメン,3445
2025-11-01,1234567,hoge店舗,インスタントラーメン,3450
2025-11-02,1234567,hoge店舗,インスタントラーメン,3455
2025-11-03,1234567,hoge店舗,インスタントラーメン,3460
2025-11-04,1234567,hoge店舗,インスタントラーメン,3465
2025-11-05,1234567,hoge店舗,インスタントラーメン,3470
2025-11-06,1234567,hoge店舗,インスタントラーメン,3475
2025-11-07,1234567,hoge店舗,インスタントラーメン,3480
2025-11-08,1234567,hoge店舗,インスタントラーメン,3485
2025-11-09,1234567,hoge店舗,インスタントラーメン,3490
2025-11-10,1234567,hoge店舗,インスタントラーメン,3495
2025-11-11,1234567,hoge店舗,インスタントラーメン,3500
2025-11-12,1234567,hoge店舗,インスタントラーメン,3505
2025-11-13,1234567,hoge店舗,インスタントラーメン,3510
2025-11-14,1234567,hoge店舗,インスタントラーメン,3515
2025-11-15,1234567,hoge店舗,インスタントラーメン,3520
2025-11-16,1234567,hoge店舗,インスタントラーメン,3525
2025-11-17,1234567,hoge店舗,インスタントラーメン,3530
2025-11-18,1234567,hoge店舗,インスタントラーメン,3535
2025-11-19,1234567,hoge店舗,インスタントラーメン,3540
2025-11-20,1234567,hoge店舗,インスタントラーメン,3545
2025-11-21,1234567,hoge店舗,インスタントラーメン,3550
2025-11-22,1234567,hoge店舗,インスタントラーメン,3555
2025-11-23,1234567,hoge店舗,インスタントラーメン,3560
2025-11-24,1234567,hoge店舗,インスタントラーメン,3565
2025-11-25,1234567,hoge店舗,インスタントラーメン,3570
2025-11-26,1234567,hoge店舗,インスタントラーメン,3575
2025-11-27,1234567,hoge店舗,インスタントラーメン,3580
2025-11-28,1234567,hoge店舗,インスタントラーメン,3585
2025-11-29,1234567,hoge店舗,インスタントラーメン,3590
2025-11-30,1234567,hoge店舗,インスタントラーメン,3595
2025-12-01,1234567,hoge店舗,インスタントラーメン,3600
2025-12-02,1234567,hoge店舗,インスタントラーメン,3605
2025-12-03,1234567,hoge店舗,インスタントラーメン,3610
2025-12-04,1234567,hoge店舗,インスタントラーメン,3615
2025-12-05,1234567,hoge店舗,インスタントラーメン,3620
2025-12-06,1234567,hoge店舗,インスタントラーメン,3625
2025-12-07,1234567,hoge店舗,インスタントラーメン,3630
2025-12-08,1234567,hoge店舗,インスタントラーメン,3635
2025-12-09,1234567,hoge店舗,インスタントラーメン,3640
2025-12-10,1234567,hoge店舗,インスタントラーメン,3645
2025-12-11,1234567,hoge店舗,インスタントラーメン,3650
2025-12-12,1234567,hoge店舗,インスタントラーメン,3655
2025-12-13,1234567,hoge店舗,インスタントラーメン,3660
2025-12-14,1234567,hoge店舗,インスタントラーメン,3665
2025-12-15,1234567,hoge店舗,インスタントラーメン,3670
2025-12-16,1234567,hoge店舗,インスタントラーメン,3675
2025-12-17,1234567,hoge店舗,インスタントラーメン,3680
2025-12-18,1234567,hoge店舗,インスタントラーメン,3685
2025-12-19,1234567,hoge店舗,インスタントラーメン,3690
2025-12-20,1234567,hoge店舗,インスタントラーメン,3695
2025-12-21,1234567,hoge店舗,インスタントラーメン,3700
2025-12-22,1234567,hoge店舗,インスタントラーメン,3705
2025-12-23,1234567,hoge店舗,インスタントラーメン,3710
2025-12-24,1234567,hoge店舗,インスタントラーメン,3715
2025-12-25,1234567,hoge店舗,インスタントラーメン,3720
2025-12-26,1234567,hoge店舗,インスタントラーメン,3725
2025-12-27,1234567,hoge店舗,インスタントラーメン,3730
2025-12-28,1234567,hoge店舗,インスタントラーメン,3735
2025-12-29,1234567,hoge店舗,インスタントラーメン,3740
2025-12-30,1234567,hoge店舗,インスタントラーメン,3745
2025-12-31,1234567,hoge店舗,インスタントラーメン,3750
